,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
136427,frederick,1233,apartment,741,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,md
251213,lancaster,1217,apartment,880,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,pa
81078,hawaii,1400,condo,415,1,1.0,1,1,0,0,0,0,laundry on site,,hi
178352,charlotte,895,apartment,1136,2,2.0,1,1,1,1,0,0,w/d hookups,,nc
62061,tallahassee,831,apartment,925,2,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,fl
181081,fayetteville,685,apartment,1000,2,0.0,1,1,1,0,0,0,,,nc
135484,baltimore,1357,apartment,539,0,1.0,1,1,0,0,0,1,w/d in unit,attached garage,md
80699,hawaii,1500,condo,500,1,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,hi
111526,"kansas city, MO",845,apartment,1030,2,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
267779,greenville / upstate,739,apartment,608,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,sc
296942,dallas / fort worth,1097,apartment,692,1,1.0,0,0,1,0,0,0,,,tx
235913,lawton,710,apartment,1160,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ok
369319,fresno / madera,1195,apartment,1160,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
20565,denver,1350,apartment,655,0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,co
13323,ventura county,1940,apartment,796,1,1.0,1,1,1,0,0,0,,,ca
209819,buffalo,1213,apartment,2155,3,2.0,1,1,1,0,0,0,,,ny
187797,raleigh / durham / CH,1405,apartment,1366,3,2.0,1,1,1,0,0,0,w/d in unit,,nc
244001,eugene,915,apartment,1025,3,2.0,1,1,1,1,0,1,w/d in unit,off-street parking,or
107546,omaha / council bluffs,965,apartment,605,1,1.0,0,0,1,0,0,0,,,ia
70465,atlanta,1037,apartment,860,1,1.0,1,1,1,0,0,0,,no parking,ga
163564,rochester,1195,apartment,1320,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,mn
134482,baltimore,1440,apartment,1040,2,2.0,1,1,1,0,0,0,,,md
141982,western massachusetts,1167,apartment,810,2,1.0,1,0,1,0,0,0,,,ma
240257,tulsa,895,house,1098,3,1.0,0,0,1,0,0,0,w/d hookups,attached garage,ok
220172,grand forks,948,apartment,986,2,1.0,1,1,1,0,0,0,,,nd
32586,"washington, DC",3000,apartment,913,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage,dc
216417,syracuse,840,apartment,850,2,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,ny
7219,SF bay area,2695,apartment,868,2,1.0,1,0,1,0,0,0,laundry on site,carport,ca
250067,harrisburg,1260,apartment,1130,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,pa
186833,raleigh / durham / CH,990,apartment,918,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,nc
108906,waterloo / cedar falls,800,duplex,640,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,ia
352340,mobile,2275,apartment,1170,2,2.0,1,1,0,0,0,1,w/d in unit,off-street parking,al
61494,tallahassee,1550,house,1450,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,fl
32736,"washington, DC",2990,apartment,585,1,1.0,1,1,0,0,0,1,w/d in unit,attached garage,dc
186117,jacksonville,695,apartment,920,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
99168,fort wayne,575,manufactured,980,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,in
150921,grand rapids,1425,apartment,1133,2,2.0,1,1,0,0,0,0,w/d in unit,carport,mi
151316,grand rapids,1100,apartment,890,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,mi
226890,cleveland,925,house,1524,2,2.5,0,0,1,0,0,0,w/d hookups,detached garage,oh
183730,greensboro,485,house,2142,3,1.5,0,0,1,0,0,0,,,nc
376151,los angeles,2199,apartment,519,0,1.0,0,0,1,0,0,0,,,ca
9261,SF bay area,3950,house,1850,4,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca
94594,"st louis, MO",1242,townhouse,975,1,1.5,1,1,1,0,0,0,w/d in unit,carport,il
355239,anchorage / mat-su,1100,apartment,1000,2,1.5,0,0,1,0,0,0,w/d in unit,attached garage,ak
87306,rockford,760,apartment,852,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,il
82215,hawaii,2090,apartment,760,0,1.0,0,0,0,0,0,0,w/d in unit,carport,hi
268206,greenville / upstate,849,apartment,854,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,sc
47696,okaloosa / walton,890,apartment,922,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,fl
54034,pensacola,875,house,920,3,1.0,1,1,0,0,0,0,w/d hookups,,fl
183093,greensboro,1040,apartment,1356,3,2.0,1,1,1,0,0,0,w/d in unit,,nc
25130,fort collins / north CO,1219,apartment,768,1,1.0,1,1,0,0,0,0,w/d in unit,,co
384093,redding,1900,house,1508,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
162186,minneapolis / st paul,1359,apartment,908,1,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,mn
84629,pullman / moscow,395,apartment,1260,4,2.0,1,1,1,1,0,0,laundry on site,off-street parking,id
206551,albuquerque,800,apartment,961,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,nm
285109,abilene,899,apartment,912,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,tx
75965,macon / warner robins,995,apartment,1212,2,1.0,1,1,1,0,0,0,w/d hookups,,ga
160404,minneapolis / st paul,1199,apartment,592,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,mn
302272,killeen / temple / ft hood,950,apartment,916,2,2.0,1,1,1,0,0,0,w/d in unit,,tx
220616,grand forks,795,apartment,1247,3,2.0,1,1,1,0,0,0,laundry in bldg,off-street parking,nd
363879,tucson,1005,apartment,868,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,az
203262,south jersey,950,apartment,800,2,1.0,1,1,1,0,0,0,laundry on site,,nj
357905,flagstaff / sedona,1480,apartment,952,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,az
119079,bowling green,809,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ky
68572,athens,869,apartment,869,1,1.0,0,0,1,0,0,0,,,ga
332441,bellingham,2495,house,3300,4,3.5,1,1,1,0,0,0,w/d in unit,attached garage,wa
294532,dallas / fort worth,1030,apartment,804,1,1.0,0,0,1,0,0,0,,,tx
201590,north jersey,1400,apartment,1200,1,1.0,0,0,0,0,0,1,,,nj
343438,madison,2650,apartment,1100,4,2.0,0,0,1,0,0,0,w/d in unit,,wi
377933,modesto,1165,apartment,627,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca
318413,salt lake city,959,apartment,650,1,1.0,0,0,1,0,0,0,,,ut
85222,spokane / coeur d'alene,1039,apartment,1162,3,2.0,1,1,1,0,0,0,,no parking,id
298349,el paso,729,apartment,900,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
336725,seattle-tacoma,2275,apartment,1200,2,2.0,0,0,1,0,0,0,w/d in unit,detached garage,wa
373333,inland empire,2065,apartment,1121,2,2.0,0,0,1,0,0,0,,,ca
338747,wenatchee,2000,house,2080,4,2.0,0,0,1,0,0,0,w/d hookups,carport,wa
168938,jackson,705,apartment,900,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ms
142431,western massachusetts,1167,townhouse,934,2,1.0,1,0,1,0,0,0,w/d hookups,off-street parking,ma
314822,wichita falls,750,apartment,725,2,1.5,1,1,0,0,0,0,laundry on site,off-street parking,tx
217850,new hampshire,1650,house,1568,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,nh
309470,san marcos,1695,apartment,1273,3,2.0,1,1,1,0,0,0,w/d in unit,,tx
292541,college station,749,apartment,640,1,1.0,1,1,1,0,0,0,,,tx
184923,hickory / lenoir,650,apartment,840,2,1.0,0,0,0,0,0,0,w/d hookups,,nc
19963,colorado springs,1310,apartment,915,2,2.0,0,0,1,0,0,0,,,co
86240,spokane / coeur d'alene,2100,house,2200,4,3.0,0,1,0,0,0,0,w/d hookups,attached garage,id
217466,new hampshire,1200,cottage/cabin,400,2,1.0,0,0,1,0,0,0,no laundry on site,off-street parking,nh
280010,memphis,549,apartment,652,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
330652,richmond,1212,apartment,756,1,1.0,1,1,0,1,0,1,w/d in unit,detached garage,va
267038,greenville / upstate,859,apartment,764,1,1.0,0,0,1,0,0,0,,,sc
284157,tri-cities,1089,apartment,1440,3,2.5,1,1,0,0,0,0,w/d hookups,off-street parking,tn
367712,bakersfield,1625,apartment,1560,2,2.0,1,1,1,0,0,0,w/d in unit,,ca
110004,sioux city,820,apartment,1115,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ia
47299,ocala,1201,apartment,764,1,1.0,1,1,1,0,0,0,w/d in unit,no parking,fl
353088,mobile,1643,apartment,1359,3,2.0,1,1,0,1,0,0,w/d in unit,off-street parking,al
255616,pittsburgh,1070,apartment,716,1,1.0,1,1,0,0,0,0,laundry in bldg,attached garage,pa
321594,charlottesville,1106,apartment,475,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,va
131664,annapolis,1616,apartment,812,1,1.0,1,1,0,0,0,0,w/d in unit,,md
28946,new haven,1675,apartment,1400,2,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking,ct
132084,annapolis,1745,apartment,948,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,md
189971,wilmington,1337,apartment,1078,2,2.0,1,1,0,0,0,0,w/d in unit,,nc
181612,fayetteville,830,apartment,1090,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,nc
197062,las vegas,1366,apartment,1155,3,2.0,1,1,1,0,0,0,w/d in unit,carport,nv
280855,memphis,625,apartment,800,2,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,tn
132028,annapolis,1710,apartment,1114,2,2.0,0,0,1,0,0,0,,,md
187939,raleigh / durham / CH,1850,house,2234,4,3.0,0,1,0,0,0,0,w/d in unit,attached garage,nc
91964,"quad cities, IA/IL",950,house,1212,3,1.5,1,1,1,0,0,0,,detached garage,il
319024,salt lake city,1424,apartment,1197,3,2.0,1,1,1,1,0,0,,,ut
371311,gold country,1300,flat,1200,1,1.0,1,1,1,0,0,1,no laundry on site,attached garage,ca
150540,grand rapids,895,apartment,925,1,1.0,1,0,1,0,0,0,laundry in bldg,off-street parking,mi
111744,"kansas city, MO",1349,apartment,1108,2,2.0,1,1,0,0,1,0,w/d in unit,attached garage,ks
163772,rochester,900,apartment,875,2,1.0,1,1,1,0,0,0,laundry on site,,mn
274953,clarksville,750,townhouse,940,2,1.5,0,0,1,0,0,0,w/d in unit,,tn
223015,akron / canton,975,townhouse,1000,2,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,oh
81594,hawaii,3500,house,1712,3,2.5,0,0,0,0,0,0,w/d in unit,carport,hi
179322,eastern NC,1000,house,1911,3,2.0,1,1,1,1,0,1,laundry in bldg,attached garage,nc
86862,spokane / coeur d'alene,950,apartment,828,2,1.0,1,1,0,0,0,0,w/d in unit,carport,id
198473,reno / tahoe,1260,apartment,825,2,1.0,1,1,1,1,0,0,laundry in bldg,carport,nv
314267,wichita falls,740,apartment,814,2,1.0,1,1,1,0,0,0,laundry on site,carport,tx
339288,charleston,700,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,wv
288120,austin,1065,apartment,858,2,1.0,0,0,0,0,0,0,w/d hookups,,tx
228418,cleveland,699,apartment,600,1,1.0,1,0,0,1,0,0,laundry on site,off-street parking,oh
322021,charlottesville,1599,apartment,1056,2,1.5,1,1,0,0,0,0,w/d in unit,off-street parking,va
27065,eastern CT,1450,apartment,794,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ct
268287,greenville / upstate,960,apartment,916,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,sc
41222,gainesville,1224,apartment,1155,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
43254,jacksonville,858,apartment,765,1,1.0,0,0,1,0,0,0,,,fl
269138,hilton head,1359,apartment,807,1,1.0,1,1,1,1,0,0,w/d in unit,,sc
323060,fredericksburg,901,apartment,810,1,1.0,0,0,1,0,0,0,,,va
39907,gainesville,1650,house,1650,3,2.0,0,0,0,0,0,0,w/d hookups,detached garage,fl
174085,bozeman,3500,house,1939,5,3.0,0,1,0,0,0,1,w/d in unit,attached garage,mt
241206,bend,1000,house,1232,3,2.0,1,1,1,0,0,0,w/d in unit,,or
378389,modesto,1450,apartment,992,2,2.0,1,1,0,0,0,0,w/d hookups,carport,ca
120653,lexington,779,apartment,950,2,2.0,1,1,1,0,0,0,w/d hookups,,ky
130715,shreveport,900,apartment,940,2,1.0,1,1,1,0,0,0,,,la
250876,harrisburg,1706,townhouse,1349,3,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,pa
199548,central NJ,1785,apartment,1094,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,nj
195992,elko,1235,apartment,696,1,1.0,1,1,1,0,0,1,w/d in unit,off-street parking,nv
261860,charleston,950,townhouse,1200,2,1.5,1,1,1,0,0,0,,,sc
287424,austin,1250,apartment,1025,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
356838,anchorage / mat-su,825,apartment,450,0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ak
366085,little rock,645,apartment,1000,2,2.0,1,1,1,0,0,0,laundry on site,,ar
308940,san antonio,790,apartment,642,1,1.0,0,0,1,0,0,0,,,tx
8854,SF bay area,2650,house,1700,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
377543,merced,950,apartment,620,1,1.0,1,1,1,1,0,0,laundry on site,carport,ca
32291,"washington, DC",1725,apartment,825,2,1.0,0,0,1,0,0,0,,,dc
384664,reno / tahoe,1650,house,1568,4,2.0,0,1,0,0,0,0,w/d hookups,attached garage,ca
116180,topeka,825,apartment,968,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,ks
349452,dothan,710,apartment,641,1,1.0,1,1,0,1,0,0,w/d hookups,off-street parking,al
78081,savannah / hinesville,1965,apartment,406,0,1.0,1,1,0,1,0,0,w/d in unit,,ga
75224,columbus,749,apartment,677,1,1.0,0,0,1,0,0,0,,,ga
258071,scranton / wilkes-barre,800,apartment,700,2,1.0,0,1,0,0,0,0,laundry on site,off-street parking,pa
43696,jacksonville,1370,apartment,1200,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,fl
110390,sioux city,892,apartment,953,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ia
31657,"washington, DC",3421,apartment,1200,2,2.0,0,0,1,0,0,0,laundry in bldg,detached garage,dc
75043,columbus,550,apartment,800,2,1.0,0,0,1,0,0,0,w/d hookups,street parking,ga
65600,treasure coast,1569,townhouse,1393,2,2.5,1,1,0,0,0,0,w/d hookups,attached garage,fl
37943,ft myers / SW florida,1725,condo,1573,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage,fl
88638,champaign urbana,600,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,il
104650,des moines,760,apartment,759,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,ia
244198,medford-ashland,1245,townhouse,985,2,1.5,1,1,1,0,0,0,w/d in unit,off-street parking,or
211951,ithaca,1414,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ny
242949,eugene,1180,apartment,680,1,1.0,1,1,0,0,0,0,w/d in unit,carport,or
217990,new hampshire,925,apartment,750,2,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,nh
129471,new orleans,974,apartment,800,1,1.0,0,0,1,0,0,0,,,la
246818,portland,1299,apartment,986,2,2.0,1,1,0,0,0,0,w/d in unit,carport,or
226963,cleveland,935,house,1350,3,1.5,1,1,1,0,0,0,w/d hookups,detached garage,oh
305752,odessa / midland,1810,townhouse,1390,2,2.0,1,1,0,0,0,0,w/d hookups,attached garage,tx
255432,pittsburgh,855,apartment,864,1,1.0,1,1,0,1,0,0,laundry on site,off-street parking,pa
122842,louisville,1039,apartment,1103,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,ky
261933,charleston,1525,apartment,1264,3,2.0,1,1,0,1,0,0,w/d in unit,,sc
166876,gulfport / biloxi,180,apartment,800,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ms
292926,college station,659,apartment,600,1,1.0,1,1,1,0,0,0,,,tx
53787,pensacola,843,apartment,735,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,fl
21811,denver,1262,apartment,750,2,1.0,1,1,1,0,0,0,laundry on site,,co
324681,fredericksburg,1420,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,va
128202,monroe,530,loft,626,1,1.0,1,1,0,1,0,0,w/d in unit,off-street parking,la
4875,san diego,1689,apartment,655,1,1.0,1,1,0,0,0,0,,,ca
325090,fredericksburg,1398,townhouse,1451,3,2.5,1,1,1,0,0,0,w/d in unit,off-street parking,va
374609,inland empire,1401,apartment,926,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
76441,macon / warner robins,750,apartment,950,2,1.0,0,0,1,0,0,0,,,ga
176616,boone,925,apartment,1100,3,1.5,0,0,1,0,0,0,w/d in unit,off-street parking,nc
123369,louisville,949,apartment,900,2,1.5,1,1,1,0,0,0,w/d hookups,off-street parking,ky
367100,texarkana,820,apartment,731,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage,ar
301649,killeen / temple / ft hood,804,apartment,1027,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,tx
315726,logan,864,apartment,839,2,1.0,1,1,1,0,0,0,w/d hookups,,ut
29040,new haven,2200,house,1642,4,2.5,1,1,1,0,0,0,w/d hookups,off-street parking,ct
62011,tallahassee,995,duplex,1300,2,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,fl
233368,toledo,366,apartment,400,1,0.0,0,0,1,0,0,0,no laundry on site,street parking,oh
182719,fayetteville,744,townhouse,1200,2,1.5,1,1,1,0,0,0,w/d hookups,,nc
354859,tuscaloosa,764,apartment,689,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,al
309417,san marcos,699,apartment,670,1,1.0,1,1,1,0,0,0,,,tx
287302,austin,910,apartment,664,1,1.0,1,1,0,0,0,0,laundry on site,,tx
198426,reno / tahoe,1799,apartment,1321,3,2.0,1,1,1,0,0,0,w/d in unit,carport,nv
172058,kirksville,925,condo,1602,3,1.5,1,1,1,0,0,0,,,mo
303558,lubbock,660,apartment,670,1,1.0,1,1,0,0,0,0,laundry on site,carport,tx
227953,cleveland,1100,house,1000,3,1.0,0,0,1,0,0,1,,,oh
60752,space coast,925,apartment,988,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,fl
332181,bellingham,1095,apartment,680,1,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,wa
330580,richmond,1085,apartment,897,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,va
219225,bismarck,1155,apartment,1365,3,2.0,0,0,0,0,0,0,w/d in unit,detached garage,nd
47857,okaloosa / walton,1219,apartment,643,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
125875,central louisiana,680,apartment,704,1,1.0,1,1,1,0,0,0,w/d hookups,,la
246108,portland,1384,apartment,533,0,1.0,1,1,0,0,0,0,w/d in unit,street parking,or
258041,scranton / wilkes-barre,1750,apartment,1091,3,3.0,0,0,0,1,0,1,w/d in unit,off-street parking,pa
230879,dayton / springfield,525,apartment,510,0,1.0,1,0,1,0,0,0,laundry in bldg,attached garage,oh
379815,monterey bay,3000,house,1619,3,2.0,0,0,0,0,0,1,laundry on site,,ca
312871,tyler / east TX,1210,apartment,1225,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
250299,harrisburg,1715,townhouse,1349,3,2.5,1,1,0,0,0,0,w/d in unit,off-street parking,pa
129761,new orleans,1025,apartment,796,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,la
307605,san antonio,1099,apartment,967,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
301440,killeen / temple / ft hood,550,house,870,3,3.0,1,1,1,0,0,0,,,tx
206373,albuquerque,966,apartment,986,2,2.0,1,1,1,0,0,0,w/d in unit,carport,nm
303868,mcallen / edinburg,900,apartment,980,2,2.0,0,0,1,0,0,0,w/d in unit,carport,tx
220159,grand forks,720,apartment,780,1,1.0,0,0,1,0,0,0,,,nd
310518,san marcos,885,apartment,633,1,1.0,1,1,1,0,0,0,w/d hookups,,tx
96329,"st louis, MO",755,house,925,1,1.0,0,0,0,0,0,0,,,il
291480,college station,619,apartment,616,1,1.0,1,1,1,0,0,0,laundry on site,,tx
199812,central NJ,3250,apartment,1000,3,2.0,0,0,0,0,0,1,w/d in unit,off-street parking,nj
40964,gainesville,1819,apartment,1355,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
110651,waterloo / cedar falls,695,apartment,1300,3,2.0,1,0,0,0,0,0,laundry in bldg,off-street parking,ia
152889,holland,859,apartment,600,1,1.0,1,1,1,0,0,0,laundry on site,,mi
158900,duluth / superior,1099,apartment,1000,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,mn
246365,portland,2200,apartment,1900,5,2.0,1,1,0,1,0,0,w/d in unit,off-street parking,or
304090,mcallen / edinburg,1250,apartment,1187,3,2.0,1,1,0,0,0,0,w/d in unit,,tx
62600,tallahassee,1445,apartment,1124,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,fl
110005,sioux city,236,house,907,3,1.0,1,1,1,0,0,1,,,ia
173825,billings,864,apartment,952,2,1.5,1,1,1,0,0,0,w/d in unit,detached garage,mt
45601,lakeland,869,apartment,556,1,1.0,1,1,1,0,0,0,w/d in unit,,fl
31942,"washington, DC",1755,apartment,955,2,2.0,1,1,1,0,0,0,w/d in unit,,dc
295051,dallas / fort worth,1354,apartment,810,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
2383,sacramento,1395,townhouse,1005,2,1.5,0,0,1,0,0,0,w/d in unit,carport,ca
237695,oklahoma city,695,apartment,925,2,2.0,1,1,1,0,0,0,laundry on site,,ok
150696,grand rapids,879,manufactured,1056,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,mi
371468,gold country,1350,house,1240,3,2.0,0,0,0,0,0,0,,off-street parking,ca
73096,augusta,1325,apartment,915,1,1.0,0,0,1,0,0,0,,,ga
315549,logan,700,house,1862,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ut
308504,san antonio,749,apartment,575,1,1.0,1,1,1,0,0,0,laundry on site,,tx
280844,memphis,525,apartment,775,2,1.0,1,1,0,0,0,0,,,tn
199948,central NJ,2280,apartment,1384,2,2.0,1,1,1,0,0,0,,,nj
303441,mcallen / edinburg,850,apartment,1200,2,2.5,0,0,0,0,0,0,w/d in unit,off-street parking,tx
191159,winston-salem,940,apartment,950,2,2.0,0,0,1,0,0,0,,,nc
175783,asheville,1340,apartment,1333,3,0.0,0,0,1,0,0,0,,,nc
264606,columbia,1152,apartment,1341,3,2.0,1,1,1,0,0,0,w/d hookups,,sc
278046,knoxville,735,apartment,1109,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,tn
146039,ann arbor,2190,townhouse,1770,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,mi
308388,san antonio,1349,house,2220,4,2.5,1,1,1,0,0,0,w/d hookups,attached garage,tx
100167,indianapolis,1000,apartment,1003,2,2.0,1,1,1,0,0,0,w/d hookups,,in
74609,columbus,990,apartment,1130,2,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,ga
118423,wichita,665,apartment,932,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,ks
207658,albany,1395,apartment,1300,3,1.0,0,0,0,0,0,0,w/d hookups,street parking,ny
156238,monroe,1190,condo,1000,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,mi
248239,salem,1100,apartment,840,2,1.0,0,0,1,0,0,0,w/d hookups,carport,or
324461,fredericksburg,995,apartment,902,2,1.0,0,0,1,0,0,0,,,va
207180,santa fe / taos,1600,house,3200,3,2.0,0,0,0,0,0,1,w/d in unit,carport,nm
158459,upper peninsula,700,apartment,700,1,1.0,1,1,1,0,0,0,,off-street parking,mi
293511,corpus christi,819,apartment,753,2,1.0,1,1,0,0,0,0,laundry on site,street parking,tx
383967,palm springs,675,apartment,450,0,1.0,1,1,1,0,0,0,laundry on site,,ca
78690,savannah / hinesville,999,apartment,950,1,1.0,1,1,0,0,0,0,w/d hookups,carport,ga
271951,sioux falls / SE SD,661,apartment,768,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,sd
203306,south jersey,1570,apartment,1050,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,nj
96437,"st louis, MO",975,house,1800,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,il
305238,odessa / midland,1115,apartment,700,1,1.0,1,1,1,0,0,0,w/d hookups,,tx
262650,charleston,1350,apartment,1176,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage,sc
48190,okaloosa / walton,1114,apartment,643,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
106772,iowa city,945,apartment,920,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ia
7234,SF bay area,3143,apartment,1134,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
332630,kennewick-pasco-richland,1259,apartment,966,2,2.0,1,1,0,0,0,0,w/d in unit,,wa
